Topic,Count,Name,Representation,Representative_Docs
1101,15,1101_verry_verryy_veary_verg,"['verry', 'verryy', 'veary', 'verg', 'vey', 'ver', 'recommend', 'useful', 'helpful', 'app']","['verry good app', 'verry good app', 'verry good app']"
1102,15,1102_delicious_foodilicious_appetizing_simply,"['delicious', 'foodilicious', 'appetizing', 'simply', 'food', 'offers', '', '', '', '']","['food delicious', 'food delicious', 'food delicious']"
1103,15,1103_goid_gopd_goura_gokii,"['goid', 'gopd', 'goura', 'gokii', 'goiduuu', 'choice', 'reliable', 'one', 'love', 'fast']","['goid', 'goid', 'goid']"
1104,15,1104_fav_fab_favvvv_became,"['fav', 'fab', 'favvvv', 'became', 'often', 'app', 'always', 'one', 'use', 'good']","['fav app', 'fav app', 'fav app']"
1105,15,1105_appreciate_appreciated_greatly_welcome,"['appreciate', 'appreciated', 'greatly', 'welcome', 'kudos', 'highly', 'really', 'much', '', '']","['appreciate', 'appreciate', 'appreciate']"
1106,15,1106_entrepreneurs_chanting_equals_operates,"['entrepreneurs', 'chanting', 'equals', 'operates', 'critical', 'talk', 'chat', 'ai', 'whatsapp', 'decision']","['worst app support chat chanting line n wont provide reasonable solution', 'worst app ever ui really bad cant talk customer service chat ai bad way operates think need better people product team understand ui work', 'greedy entrepreneurs plus useless ai customer support equals time delete app']"
1107,15,1107_broo_superb_godd_delicious,"['broo', 'superb', 'godd', 'delicious', 'solution', 'enjoying', 'foods', 'quality', 'food', 'option']","['superb food', 'food godd broo love superb', 'superb food']"
1108,15,1108_thejash_zomazo_regards_awesome,"['thejash', 'zomazo', 'regards', 'awesome', 'zomato', 'love', 'experience', 'good', '', '']","['zomato awesome', 'awesome zomazo', 'awesome zomato regards thejash']"
1109,15,1109_full_winder_hellp_halp,"['full', 'winder', 'hellp', 'halp', 'buti', 'lik', 'gret', 'iss', 'wonder', 'help']","['help full app', 'help full app', 'help full app']"
1110,15,1110_dilivery_dilevery_maifu_diliviry,"['dilivery', 'dilevery', 'maifu', 'diliviry', 'karwar', 'pregnant', 'alway', 'late', 'behaving', 'dilevry']","['late dilivery', 'late dilivery', 'late dilivery']"
1111,15,1111_tezpur_better_others_service,"['tezpur', 'better', 'others', 'service', 'services', 'really', 'good', '', '', '']","['better service', 'service better', 'better service tezpur']"
1112,15,1112_forever_greatest_eternal_cnt,"['forever', 'greatest', 'eternal', 'cnt', 'greatness', 'savior', 'leave', '2025', 'favorite', 'ever']","['best forever', 'best forever', 'best forever']"
1113,15,1113_whos_sloppy_appreciating_2017,"['whos', 'sloppy', 'appreciating', '2017', 'soooooo', 'ev', 'swings', 'cunning', 'heres', 'hectic']","['loved used zomato compared swings', 'zomato improved lot since last 1 star review heres taking back 1 star appreciating improvement', 'ive using zomato since 2017 used good nowadays hectic sloppy team whos lame delivery team whos hired ev guys knows nothing lack everything zomato team like cunning trying cut everywhere possible']"
1114,15,1114_quickly_reacts_affective_response,"['quickly', 'reacts', 'affective', 'response', 'fastest', 'nearby', 'quick', 'fast', 'options', 'friendly']","['quickly response', 'quickly response', 'quickly reacts']"
1115,15,1115_furious_devlivery_furiousyou_fast,"['furious', 'devlivery', 'furiousyou', 'fast', 'friends', 'family', 'enjoy', 'food', 'delivery', '']","['fast furious', 'fast furious', 'fast furious']"
1116,15,1116_taste_gre_deliveryhot_yummyyy,"['taste', 'gre', 'deliveryhot', 'yummyyy', 'superior', 'crazy', 'respect', 'accepted', 'delicious', 'fast']","['delicious taste fast delivery', 'super taste fast delivery', 'good taste fast delivery']"
1117,15,1117_ordering_worlds_tbh_believe,"['ordering', 'worlds', 'tbh', 'believe', 'improved', 'recommended', 'recently', 'highly', 'lot', 'best']","['best food ordering app', 'worlds best food ordering app', 'tbh best food ordering app believe']"
1118,15,1118_enjoying_enjoyfull_seviece_lovable,"['enjoying', 'enjoyfull', 'seviece', 'lovable', 'enjoy', '24', 'minute', 'simple', 'must', 'useful']","['good app enjoying', 'good app enjoying', 'good app enjoying']"
1119,15,1119_appto_platform_except_stores,"['appto', 'platform', 'except', 'stores', 'fee', 'hostel', '13', 'higher', 'lesser', 'fees']","['great app except platform fee think thats bit much', 'good app except charge platform fee bit higher', 'bad appto much extra charge platform']"
1120,15,1120_beatr_recation_unmatched_skills,"['beatr', 'recation', 'unmatched', 'skills', 'amezing', 'foody', 'nic', 'feedback', 'let', 'foods']","['unmatched delivery food', 'beatr food delivery', 'foody recation']"
1121,15,1121_useless_customecare_urban_hopeless,"['useless', 'customecare', 'urban', 'hopeless', 'sick', 'disappoint', 'areas', 'ads', 'ur', 'nothing']","['useless', 'useless', 'useless']"
1122,15,1122_fastgood_superfast_speed_authentic,"['fastgood', 'superfast', 'speed', 'authentic', 'bhot', 'test', 'super', 'acha', 'fast', 'quick']","['superfast service', 'super fastgood service', 'superfast service authentic']"
1123,15,1123_product_item_nice_good,"['product', 'item', 'nice', 'good', 'best', '', '', '', '', '']","['good product', 'good product', 'good product']"
1124,15,1124_impressive_year_excellent_time,"['impressive', 'year', 'excellent', 'time', 'fantastic', 'issues', 'prices', 'happy', 'delivery', 'thank']","['excellent delivery time', 'excellent delivery time time year', 'impressive time delivery']"
1125,15,1125_bed_zotmato_missguided_pakaging,"['bed', 'zotmato', 'missguided', 'pakaging', 'cheep', 'coupan', 'vry', 'supportive', 'apply', 'behavior']","['bed service', 'bed service', 'bed service']"
1126,15,1126_alll_download_choices_friend,"['alll', 'download', 'choices', 'friend', 'resturant', 'best', 'one', 'zomato', 'help', 'application']","['zomato one app best friend', 'one best application zomato always help best choices', 'good resturant download app download zomato alll one']"
1127,15,1127_application_rewards_worse_calling,"['application', 'rewards', 'worse', 'calling', 'features', 'worst', 'install', 'ui', 'seen', 'made']","['worst application', 'worst application', 'worst application']"
1128,15,1128_hn_dusre_bhe_bi,"['hn', 'dusre', 'bhe', 'bi', 'achi', 'detat', 'vishay', 'kharar', 'kalsi', 'gatesorry']","['ek app ahe ani food quality trr ky vishay nhi delivery pan ekdam fast detat', 'good delivery zomato jabardasti payment gateway tak le jaata hai kalsi bana dia ghar ka food best ha habbit kharar kr di', 'bahut hi achha h yrr raat ko jb dusre apps outlet band show krte hn tb ye log distance se bhi food delivery krte hn amazing']"
1129,15,1129_wonder_full_ful_wonderrfull,"['wonder', 'full', 'ful', 'wonderrfull', 'describe', 'words', 'items', '', '', '']","['wonder full', 'wonder full', 'wonder full']"
1130,15,1130_prompt_whn_odering_among,"['prompt', 'whn', 'odering', 'among', 'happen', 'thought', 'start', 'polite', 'later', 'started']","['prompt delivery good service', 'prompt delivery good service', 'prompt delivery good service']"
1131,15,1131_simple_easybut_intuitive_somehow,"['simple', 'easybut', 'intuitive', 'somehow', 'apply', 'easy', 'simply', 'quick', 'good', '']","['easy simple', 'simple easy', 'simple easy']"
1132,15,1132_rated_leeee_bitsians_deependerpromoting,"['rated', 'leeee', 'bitsians', 'deependerpromoting', 'ratedso', 'eternals', 'featuredont', 'minus', 'od', 'ratings']","['ratedso many time wants rated every hour ist irritating', 'would rated minus option', 'rating stock od eternals belive deependerpromoting self']"
1133,15,1133_dealings_overall_far_worth,"['dealings', 'overall', 'far', 'worth', 'totally', 'experience', 'perfect', 'nice', 'thank', 'really']","['overall nice experience', 'nice overall experience', 'nice dealings awesome']"
1134,15,1134_quickly_quick_faster_delivered,"['quickly', 'quick', 'faster', 'delivered', 'man', 'work', 'delivery', 'really', 'good', 'fast']","['good quickly delivered', 'good quickly delivered', 'good delivered quickly']"
1135,15,1135_expensive_costly_much_others,"['expensive', 'costly', 'much', 'others', 'quite', 'money', 'like', '', '', '']","['much expensive', 'much expensive', 'much expensive']"
1136,15,1136_overallnice_newer_implementation_freaking,"['overallnice', 'newer', 'implementation', 'freaking', 'dual', 'diffrent', 'scheduling', 'ups', 'decisions', 'extensive']","['overallnice app love dual restaurant order', 'easy use app extensive tie ups variety restaurants love reordered shown next dishes helps make better decisions', 'nice experience app really cool implementation newer updates scheduling multiple restaurants order']"
1137,14,1137_rupees_bills_priceprice_oli,"['rupees', 'bills', 'priceprice', 'oli', 'muchthey', 'shopfor', 'avade', 'trasaction', '100', 'briyani']","['60 rupees additional compared charges actually paid restaurant main course time delivery fuel charge u avade really worth bro', '100 shopfor ex 125 rs briyani selling 250 rs 175 rs briyani 350 rs', 'taking almost double price product give us discount 100150 rupees already taking double price give discount many resturant bills zomato bills almost difference almost double price orginal price resturant dipender big cheater making fool everyone']"
1138,14,1138_partnerand_behavioural_death_partner,"['partnerand', 'behavioural', 'death', 'partner', 'starving', 'picking', 'friend', 'trusted', 'nearby', 'lots']","['best food delivery service good behavioural delivery partner', 'best food delivery partnerand lots offer given', 'picking orders delivery partners nearby starving us death']"
1139,14,1139_nonvegetarian_transferred_duration_delivered,"['nonvegetarian', 'transferred', 'duration', 'delivered', 'short', 'except', 'efficient', 'sending', 'smooth', 'foods']","['food delivered time', 'food transferred short duration', 'except sending one time nonvegetarian food good time']"
1140,14,1140_vegetarian_vegan_pure_plough,"['vegetarian', 'vegan', 'pure', 'plough', 'unpakage', 'nonvegetarians', 'expire', 'non', 'itd', 'enquire']","['yes pure vegetarian', 'need pure non vegetarian delivery option', 'good app love vegetarian option']"
1141,14,1141_going_felling_quit_green,"['going', 'felling', 'quit', 'green', 'amezing', 'went', 'suggest', 'right', 'nothing', 'go']","['going good', 'going good', 'going good']"
1142,14,1142_easy_use_easier_quick,"['easy', 'use', 'easier', 'quick', 'safe', 'performance', 'simple', 'fast', 'working', 'also']","['easy use fast', 'fast easy use', 'fast easy use']"
1143,14,1143_sarvice_menton_mazing_exilant,"['sarvice', 'menton', 'mazing', 'exilant', 'mindblowing', 'gud', 'fantastic', 'offer', 'best', 'quality']","['best sarvice', 'best sarvice', 'best sarvice']"
1144,14,1144_deals_concessions_17th_2019,"['deals', 'concessions', '17th', '2019', 'currently', 'birthday', 'decent', 'thankyou', 'deal', 'due']","['good deals', 'good deals', 'good deals']"
1145,14,1145_badiya_badiyaa_mamammiya_badiyabahuut,"['badiya', 'badiyaa', 'mamammiya', 'badiyabahuut', '', '', '', '', '', '']","['badiya', 'badiya', 'badiya']"
1146,14,1146_cafe_indiangreat_degrees_picante,"['cafe', 'indiangreat', 'degrees', 'picante', 'lajeez', 'candeur', 'zepto', 'suits', 'sunshine', 'lac']","['always good service favourite restaurant zomato 135 degrees chennai express', 'helps choose right place according budget zomato best options please add restaurants near candeur sunshine', 'guys go zepto cafe lac time better zomato try see gives best offers best quality food zepto cafe']"
1147,14,1147_waste_arey_maintain_fellows,"['waste', 'arey', 'maintain', 'fellows', 'maintaining', 'restaurent', 'bangalore', 'cook', 'platforms', 'open']","['waste service', 'waste service', 'arey waste fellows u cant maintain dont maintain proper number restaurent proper response r u maintaining thing']"
1148,14,1148_lovley_great_delivery_excellent,"['lovley', 'great', 'delivery', 'excellent', '', '', '', '', '', '']","['great delivery', 'great delivery', 'lovley great delivery']"
1149,14,1149_incredible_serviceoffers_fronts_unbelievable,"['incredible', 'serviceoffers', 'fronts', 'unbelievable', 'fascinating', 'amazed', 'special', 'satisfy', 'possible', 'amazing']","['fast service incredible offers', 'incredible service', 'incredible service']"
1150,14,1150_ssrvice_nicegood_niceand_smile,"['ssrvice', 'nicegood', 'niceand', 'smile', 'niceee', 'serves', 'sweet', 'busy', 'boy', 'people']","['niceand service good', 'nice ssrvice', 'nicegood service']"
1151,14,1151_honest_person_genius_brother,"['honest', 'person', 'genius', 'brother', 'appreciated', 'single', 'say', 'high', 'nice', 'good']","['honest say appreciated', 'good honest', 'nice honest person']"
1152,14,1152_inexpensive_dut_costly_expensive,"['inexpensive', 'dut', 'costly', 'expensive', 'expenses', 'lil', 'little', 'bit', 'wonderful', 'extra']","['nice costly', 'really wonderful inexpensive', 'got dut expensive']"
1153,14,1153_classy_class_shiiiiiii_presentations,"['classy', 'class', 'shiiiiiii', 'presentations', 'fass', 'classes', 'top', 'alwys', 'tier', 'thanks']","['top class', 'classy', 'alwys best classy']"
1154,14,1154_frictionless_friendlyand_user_friendly,"['frictionless', 'friendlyand', 'user', 'friendly', 'viewing', 'operate', 'ro', 'os', 'tool', 'whatsoever']","['fast user friendly', 'easy user friendly', 'user friendly easy use']"
1155,14,1155_higher_bouble_slash_ping,"['higher', 'bouble', 'slash', 'ping', 'scaming', 'owner', 'hiked', 'prices', 'actual', 'price']","['prices higher', 'totally scaming us product price different total price like bouble', 'prices higher']"
1156,14,1156_spped_speciality_rong_spr,"['spped', 'speciality', 'rong', 'spr', 'descent', 'frist', 'nise', 'feed', 'amezing', 'case']","['spr delivery', 'delivery speciality', 'spped delivery']"
1157,14,1157_quck_deliverys_super_exceptional,"['quck', 'deliverys', 'super', 'exceptional', 'loved', 'home', 'doesnt', 'superb', 'online', 'charge']","['super delivery app', 'super app delivery', 'super app quck deliverys']"
1158,14,1158_decent_handly_07_499,"['decent', 'handly', '07', '499', 'reasonably', '105', 'yeah', 'pretty', 'good', '']","['decent', 'decent', 'good decent']"
1159,14,1159_pizza_unshapedit_hatagood_mixxed,"['pizza', 'unshapedit', 'hatagood', 'mixxed', 'shape', 'row', 'deliverd', 'size', '5star', 'thanda']","['nice pizza time delivery', 'ordered large size pizza delivered unshapedit mixxed pizza', 'delivery pizza']"
1160,14,1160_reliable_managable_safer_errors,"['reliable', 'managable', 'safer', 'errors', 'considered', 'fails', 'meet', 'frequent', 'several', 'accurate']","['reliable app', 'reliable app', 'reliable app']"
1161,14,1161_varieties_variety_preparations_types,"['varieties', 'variety', 'preparations', 'types', 'material', 'diverse', 'explore', 'availability', 'reasonable', 'specially']","['many varieties reasonable price amazing experience', 'many varieties', 'varieties']"
1162,14,1162_fest_application_helpful_force,"['fest', 'application', 'helpful', 'force', 'appreciated', 'helped', 'district', 'thankyou', 'making', 'lot']","['helpful application', 'helpful application', 'fest application']"
1163,14,1163_middle_afford_class_minister,"['middle', 'afford', 'class', 'minister', 'midel', 'costlynot', 'family', 'finance', 'familys', 'groups']","['give extra offers middle class family', 'middle class people', 'much costly food cant afford middle class peoples']"
1164,14,1164_superb_guys_delivery_,"['superb', 'guys', 'delivery', '', '', '', '', '', '', '']","['superb delivery', 'superb delivery', 'superb delivery']"
1165,14,1165_offer_best_thanks_always,"['offer', 'best', 'thanks', 'always', '', '', '', '', '', '']","['best offer', 'best offer', 'best offer']"
1166,14,1166_updatingextending_dates_appevery_assurances,"['updatingextending', 'dates', 'appevery', 'assurances', 'displaying', 'nowdays', '30min', 'late', 'club', 'worest']","['worest appevery time delivery 30min late dont book orders', 'nowdays ordered delivered late nothing happens many assurances', 'last 2 3 orders deliveries late keep updatingextending delivery time still displaying time status']"
1167,14,1167_respects_respective_always_amezing,"['respects', 'respective', 'always', 'amezing', 'good', '', '', '', '', '']","['good always', 'good always respective', 'good respects']"
1168,14,1168_delicious_mmm_sooo_effort,"['delicious', 'mmm', 'sooo', 'effort', 'appreciate', 'really', 'awesome', 'one', 'nice', 'best']","['good delicious', 'good delicious', 'delicious good']"
1169,14,1169_itt_ittt_ittttt_lovingggggggggg,"['itt', 'ittt', 'ittttt', 'lovingggggggggg', 'itnot', 'ittttttt', 'greatt', 'tysm', 'lovee', 'love']","['love itt', 'love itt', 'love itt']"
1170,14,1170_world_exists_deepender_seller,"['world', 'exists', 'deepender', 'seller', 'thankyou', 'seen', 'fresh', 'best', 'tasty', 'food']","['best app food world', 'best food app world', 'world best food app']"
1171,14,1171_100000000_10000000000_100_100x,"['100000000', '10000000000', '100', '100x', 'reads', '1k', '1000', 'killing', 'times', 'realise']","['100 times better swiggy', '100 times better swiggy', 'know nobody reads reviews swiggy killing even realise sometimes difference inr 100 order']"
1172,14,1172_test_yammi_super_nice,"['test', 'yammi', 'super', 'nice', 'good', '', '', '', '', '']","['good test', 'good test', 'good test']"
1173,14,1173_wonderfull_memories_attached_punctuality,"['wonderfull', 'memories', 'attached', 'punctuality', 'experiences', 'lots', 'others', 'awesome', 'loving', 'wonderful']","['wonderfull experience', 'wonderfull experience', 'wonderfull experience']"
1174,14,1174_exellent_ecxellent__,"['exellent', 'ecxellent', '', '', '', '', '', '', '', '']","['exellent', 'exellent', 'exellent']"
1175,14,1175_ediot_cusine_areas_range,"['ediot', 'cusine', 'areas', 'range', 'rural', 'deliverys', 'effective', 'platform', 'sabse', 'choices']","['ediot delivery platform', 'quick delivery good range cusine', 'long way deliverys really good even comes near rural areas']"
1176,14,1176_exciting_dicounts_schemes_excited,"['exciting', 'dicounts', 'schemes', 'excited', 'offers', 'offer', 'gave', 'add', 'friendly', 'user']","['exciting offers', 'exciting offers', 'offers exciting']"
1177,14,1177_onion_garlic_ranaghat_iskcon,"['onion', 'garlic', 'ranaghat', 'iskcon', 'pure', 'aaloo', 'veg', 'popular', 'mukundas', 'govinda']","['please add food completely veg onion garlic otherwise good', 'good services please offer us food without onion garlic', 'garlic onion']"
1178,14,1178_disappoint_disappoints_goodhardly_brigbhog,"['disappoint', 'disappoints', 'goodhardly', 'brigbhog', 'dispoints', 'usfood', 'ypu', 'costumers', 'never', 'hope']","['good never disappoint us', 'good never disappoint customer', 'never disappoint']"
1179,14,1179_shine_boyfriend_hearts_win,"['shine', 'boyfriend', 'hearts', 'win', 'building', 'solid', 'ceo', 'block', 'cuz', 'saviour']","['rating 1 star rating solid 5 keep good work zomato', 'rating 5 stars cuz love zomato boyfriend building block amazing company', '1 star win hearts stars shine make feel like ceo zomato']"
1180,14,1180_timing_safaty_maintains_hearts,"['timing', 'safaty', 'maintains', 'hearts', 'sence', 'supeb', 'precise', 'stick', 'exlent', 'timings']","['timing good service', 'timing service good', 'good timing service']"
1181,14,1181_superbbbb_superbbbbbb_superbbbbb_superbbb,"['superbbbb', 'superbbbbbb', 'superbbbbb', 'superbbb', 'superrrrbbbbb', 'superrbb', 'superbeb', 'circle', 'alot', 'friends']","['superbbbb', 'superbbbb', 'superbbbb']"
1182,14,1182_oustide_deleavery_knw_tempting,"['oustide', 'deleavery', 'knw', 'tempting', 'upsets', 'regretted', 'circumstances', 'fingertips', 'convinient', 'frm']","['fast foods tempting', 'fast food costs health regretted eating foods frm oustide u dont knw circumstances cuz ur unable see stomach upsets many times outside food', 'fast deleavery good food']"
1183,14,1183_joyning_ggi_happy_job,"['joyning', 'ggi', 'happy', 'job', 'lovely', 'im', 'work', 'nice', 'please', 'good']","['nice happy', 'nice work job please joyning', 'nice happy ggi']"
1184,14,1184_goo_goood_hills_goof,"['goo', 'goood', 'hills', 'goof', 'gooooooood', 'goob', 'goos', 'serviceable', 'gooo', 'website']","['goo interface good service', 'goo app', 'goo app']"
1185,14,1185_quick_pls_hot_little,"['quick', 'pls', 'hot', 'little', 'guys', 'thanks', 'awesome', 'nice', 'great', 'good']","['nice quick', 'nice quick', 'nice quick']"
1186,14,1186_satisfied_ok_really_good,"['satisfied', 'ok', 'really', 'good', 'excellent', 'nice', '', '', '', '']","['good satisfied', 'good satisfied', 'good satisfied']"
1187,14,1187_okkk_okkkk_okkkkk_ohkk,"['okkk', 'okkkk', 'okkkkk', 'ohkk', 'okkkkkkk', 'ohk', 'boss', '', '', '']","['okkk', 'okkk', 'okkk']"
1188,14,1188_restaura_usefully_outstanding_find,"['restaura', 'usefully', 'outstanding', 'find', 'system', 'nice', 'application', 'awesome', 'service', 'services']","['nice app outstanding service', 'really usefully app nice service', 'nice app find restaura']"
1189,14,1189_hygeine_customersthe_outletthank_pricecompared,"['hygeine', 'customersthe', 'outletthank', 'pricecompared', 'comparative', 'foodit', 'whn', 'cust', 'decreased', 'cheapest']","['getting food discount pricecompared outletthank zomato', 'good system hygeine rate given zomato restaurant shop along shop images really know ordering right place hygeine maintained', 'family enjoy using zomato food cost food expensive whn compare dine foodit good restaurent maintain cost customersthe increase amount rate make cust stop using zomato']"
1190,14,1190_life_delever_daily_food,"['life', 'delever', 'daily', 'food', 'good', 'great', '', '', '', '']","['good food good life', 'good food good life', 'good food good life']"
1191,14,1191_aap_laughing_treasure_wery,"['aap', 'laughing', 'treasure', 'wery', 'jobs', 'resolves', 'carry', 'drivers', 'costomer', 'emails']","['nice food delivery aap', 'nice delivery food aap', 'nice aap food delivery emails laughing treasure']"
1192,14,1192_tof_jhakas_speech_freedom,"['tof', 'jhakas', 'speech', 'freedom', 'idiot', 'wanna', 'download', 'damn', 'frustrated', 'edit']","['download app damn good would said dont wanna write', 'jhakas app download use', 'dont like app doesnt gives freedom tof speech']"
1193,14,1193_delivers_delivere_committed_always,"['delivers', 'delivere', 'committed', 'always', 'irritating', 'delivered', 'highly', 'time', 'deliver', 'times']","['always delivers time', 'always delivers time', 'delivers always time']"
1194,13,1194_manzomato_love_loved_dilivery,"['manzomato', 'love', 'loved', 'dilivery', 'rider', 'try', 'nice', 'ever', 'app', 'always']","['nice app love', 'nice app love', 'nice app dilivery manzomato rider nice']"
1195,13,1195_marvelous_tremendous_fantastic_super,"['marvelous', 'tremendous', 'fantastic', 'super', '', '', '', '', '', '']","['marvelous', 'marvelous', 'marvelous']"
1196,13,1196_goodalso_reasonable_affordable_economical,"['goodalso', 'reasonable', 'affordable', 'economical', 'vouchers', 'isnt', 'meals', 'cheaper', 'price', 'plus']","['best food delivery reasonable gold price restaurant discounts', 'food reasonable price delivery service great', 'food service really goodalso delivery fast price items reasonable']"
1197,13,1197_demond_aap_battery_attractive,"['demond', 'aap', 'battery', 'attractive', 'serving', 'pretty', 'affordable', 'bit', 'half', 'little']","['good aap service also good', 'nice aap discount also give battery swiggy', 'nice aap demond extra money']"
1198,13,1198_trustable_loveable_knowing_trust,"['trustable', 'loveable', 'knowing', 'trust', 'concern', 'everytime', 'able', 'guys', 'without', 'always']","['trustable', 'trustable', 'trustable']"
1199,13,1199_wrost_seen_small_ever,"['wrost', 'seen', 'small', 'ever', 'gives', 'amount', 'app', 'use', 'service', '']","['wrost app', 'wrost app', 'wrost app']"
1200,13,1200_fast_faster_hope_best,"['fast', 'faster', 'hope', 'best', 'service', 'services', 'always', 'better', 'super', '']","['fast best service', 'best fast service', 'best fast service']"
1201,13,1201_coupons_togetherness_moree_alot,"['coupons', 'togetherness', 'moree', 'alot', 'love', 'top', 'way', 'enjoying', 'coupon', 'made']","['love coupons', 'love coupons', 'loved need moree coupons togetherness']"
1202,13,1202_book_confusions_peasy_understand,"['book', 'confusions', 'peasy', 'understand', 'understandable', 'confusion', 'easy', 'avail', 'understanding', 'easily']","['easy book', 'easy book', 'good understand easy book']"
1203,13,1203_gd_goid_fhad_gand,"['gd', 'goid', 'fhad', 'gand', 'g8', 'ved', 'bd', 'jod', 'happy', 'service']","['gd service', 'gd service', 'gd service']"
1204,13,1204_worsted_600_500_showed,"['worsted', '600', '500', 'showed', 'soo', 'area', 'worst', 'man', 'took', 'another']","['worst another area delivery', 'worsted delivery', 'soo bad worst like showed 500 delivery man took 600 worst']"
1205,13,1205_comments_always_amazing_try,"['comments', 'always', 'amazing', 'try', '', '', '', '', '', '']","['always amazing', 'amazing always', 'comments amazing']"
1206,13,1206_2014_upp_thanks_thank,"['2014', 'upp', 'thanks', 'thank', 'since', 'experience', 'keep', 'want', 'really', 'got']","['thanks experience', 'great experience since 2014 thanks', 'nice experience thank much keep upp']"
1207,13,1207_worest_unbearable_vest_treatment,"['worest', 'unbearable', 'vest', 'treatment', 'coustomer', 'di', 'helpline', 'becomes', 'app', 'use']","['worest app', 'worest app', 'worest app']"
1208,13,1208_wowww_wowwh__,"['wowww', 'wowwh', '', '', '', '', '', '', '', '']","['wowww', 'wowww', 'wowww']"
1209,13,1209_wow_cool_amazing_wonderful,"['wow', 'cool', 'amazing', 'wonderful', 'app', 'super', 'nice', 'great', 'best', 'good']","['wow nice app', 'nice app wow', 'wow good app']"
1210,13,1210_gooddd_goodfff_goodff_gob,"['gooddd', 'goodfff', 'goodff', 'gob', 'betu', 'fool', 'making', 'thanks', 'good', '']","['gooddd', 'gooddd', 'gooddd']"
1211,13,1211_sarvish_sarves_srives_sarvesh,"['sarvish', 'sarves', 'srives', 'sarvesh', 'sarveis', 'rakesh', 'besht', 'nice', 'good', '']","['good sarves', 'good sarves', 'nice sarvish']"
1212,13,1212_theas_delivre_qulati_oder,"['theas', 'delivre', 'qulati', 'oder', 'delevering', 'safest', 'delievery', 'beter', 'delevery', 'beat']","['safest app oder food', 'app beter food qulati', 'theas good food delivre app']"
1213,13,1213_muchh_fees_much_consider,"['muchh', 'fees', 'much', 'consider', 'outlet', '23', 'cheaper', 'cost', 'price', 'km']","['delivery fees much', 'much delivery fees', 'much price delivery muchh']"
1214,13,1214_quality_foods_available_food,"['quality', 'foods', 'available', 'food', 'good', '', '', '', '', '']","['good quality food', 'good quality food', 'good quality food']"
1215,13,1215_ggod_gtemm_gteat_ggooodd,"['ggod', 'gtemm', 'gteat', 'ggooodd', 'ggoood', 'ggggreat', 'gg', 'gdod', 'domlod', 'idididod']","['ggod', 'ggod', 'ggod']"
1216,13,1216_linked_platform_sevice_selection,"['linked', 'platform', 'sevice', 'selection', 'blinkit', 'system', 'delivering', 'yummy', 'everyone', 'provided']","['good platform food delivery', 'good platform food delivery', 'excellent food delivery system great discount system linked blinkit']"
1217,13,1217_appp_appits_options_nice,"['appp', 'appits', 'options', 'nice', 'great', 'good', '', '', '', '']","['nice appp', 'nice appp', 'nice appp']"
1218,13,1218_taste_moj_acording_rolls,"['taste', 'moj', 'acording', 'rolls', 'reasonable', 'pricing', 'tasteless', 'cheap', '120', 'according']","['cheap taste acording rate', 'taste price good', 'full moj enjoying taste reasonable price']"
1219,13,1219_faster_magic_increased_decent,"['faster', 'magic', 'increased', 'decent', 'could', 'speed', 'must', 'hope', 'delivery', 'ever']","['faster delivery', 'faster delivery', 'faster delivery']"
1220,13,1220_excellent_well_food_delivery,"['excellent', 'well', 'food', 'delivery', 'app', 'best', 'good', '', '', '']","['excellent food delivery app', 'excellent food delivery app', 'excellent food delivery app']"
1221,13,1221_cool_kinda_pretty_man,"['cool', 'kinda', 'pretty', 'man', 'super', 'absolutely', 'totally', '', '', '']","['super cool', 'super cool', 'super cool']"
1222,13,1222_deliveryworst_tiffin_morning_early,"['deliveryworst', 'tiffin', 'morning', 'early', 'delay', 'timings', 'happening', 'changing', 'delete', '3rd']","['early morning delivery possible app worst experience 2 time', 'worst app tiffin taking one hour deliver response support system', 'worst app delay deliveryworst service']"
1223,13,1223_nyc_nyyzz_tympanic_namaste,"['nyc', 'nyyzz', 'tympanic', 'namaste', 'experiance', 'fully', 'makes', 'almost', 'satisfied', 'experience']","['nyc experience', 'nyc experience', 'nyc experience']"
1224,13,1224_hostel_hostellers_survival_hosteller,"['hostel', 'hostellers', 'survival', 'hosteller', 'andit', 'kitas', 'living', 'hosteler', 'students', 'pg']","['survival hostel', 'enjoyed lot living hostel', 'useful hostel students']"
1225,13,1225_timely_servjces_decent_service,"['timely', 'servjces', 'decent', 'service', 'services', 'excellent', 'great', 'good', 'nice', '']","['good timely service', 'good timely service', 'good timely service']"
1226,13,1226_hospitality_hospitalitykeep_servicegreat_vips,"['hospitality', 'hospitalitykeep', 'servicegreat', 'vips', 'vacations', 'walked', 'usthey', 'welcoming', 'warm', 'moment']","['excellent hospitality', 'nice hospitality', 'nice hospitality']"
1227,13,1227_osm_osmm_ossom_ossam,"['osm', 'osmm', 'ossom', 'ossam', 'facilities', 'fir', 'fantastic', 'many', 'service', 'services']","['osm service', 'osm service', 'osm service']"
1228,13,1228_availabler_options_misguided_various,"['availabler', 'options', 'misguided', 'various', 'plenty', 'valid', 'choices', 'nyc', 'offers', 'looking']","['good offers options', 'good options offers', 'good choices availabler good offers']"
